Firm.Name,Sum_Assts_Wted,Sum_Assets,Fee_Wted
Newfound,217822596.74583334,170961043.5,1.2741066168435813
Nicholas,3314137148.3974996,4535341308.916667,0.7307359959617086
Ninety One,20256649.2,62708466.16666667,0.323028937530729
North Country Funds,192144301.14000002,203552828.1666667,0.9439529918133808
North Square,1547826346.9658332,510236735.9166666,3.03354548587154
North Star,363873637.0391667,271990190.25,1.337818973194261
NorthCoast,93818903.34416667,59477288.666666664,1.577390386269345
Northeast Investors,484243167.72,255107957.8,1.8981891897689755
Northern Funds,17302162764.970833,27172539270.833332,0.6367517806310712
NorthQuest Fund,5705381.466666667,4127378.9166666665,1.3823255828603251
Nottingham,344610452.5,349919924.5,0.9848266085231165
Nuance Investments,1217843117.3875,1202469853.4166667,1.0127847396150116
Nuveen,58982303587.79667,74314224397.09047,0.7936879388343038
Nysa,7236838.645833333,2323972.3333333335,3.1139951805938018
O'Shaughnessy Asset Management,36174063.66416667,143338012.91666666,0.2523689489486464
Oak Associates,1052454175.6166666,1233046402.4166667,0.8535397966807619
Oakhurst,32816044.8,20912871.833333332,1.5691792624910572
Oakmark,78402893437.73167,91754001995.33333,0.8544901773518205
Oberweis,2801007066.0750003,2110458691.5,1.3272029807341057
OCM,114774331.07583335,28938503.666666664,3.9661460177029895
Old Westbury,35063253867.36833,34684258121.78333,1.0109270247111606
Olstein,1552926786.6158333,775461290.5,2.002584533413062
Orchard Capital Management,6957465.75,6286914.833333334,1.10665818361518
Orinda Funds,630228026.5833334,241872680.33333334,2.6056188971602485
Osterweis,5327666892.867499,6518084275.083333,0.8173669851483143
Otter Creek,684320145.2524999,177936925.25,3.8458579875483148
Pacific Capital,56455668.335,338093601.3333333,0.1669823626130659
Pacific Funds Series Trust,7253348663.1175,9498976358.416666,0.7635926640338035
Palmer Square,336576612.24833333,568812454.1666666,0.591718078222165
Papp,35716564.6875,31826933.5,1.1222119368647312
Paradigm Funds,175882040.92916667,139393366.83333334,1.2617676502459494
Parnassus,19471458948.814167,25006495852.916668,0.7786560365491227
Patriot,72877629.8825,33161756,2.197640857212145
Pax World,3430314126.503333,5665469981.714286,0.6054774162734813
Paydenfunds,4152164987.0641665,7496149625,0.5539063645710203
Payson Funds,73731339.26083334,100765938.66666667,0.7317089508264922
Pear Tree Funds,3689891173.9203787,4366051930.75,0.8451322229890494
Penn Capital Management,61561497.75916667,93322429.83333333,0.659664540122999
Penn Mutual Asset Management,0,107123586,0
Perkins,17209968.541666668,16415719.166666666,1.0483834650761317
Permanent Portfolio,2299869710.4133334,2370103008.6666665,0.9703669848962203
Perritt,450378556.7525,240067288.5833333,1.8760513329835125
Persimmon Funds,65621943.981818184,30871441.416666668,2.125652090426547
PFM Multi-Manager Series Trust,54600,874376031.3333334,6.2444529634167375e-005
PGIM Funds (Prudential),68889124857.94633,101543483889.19048,0.6784199460117177
PIA Mutual Funds,212196342.97666666,554259353.4166666,0.38284666134835116
PIMCO,293227165025.24084,362757634841.5,0.8083280318920395
PineBridge,108938746.525,191264722.41666666,0.569570515401575
Pinnacle,257060273.64083335,145800400.41666666,1.7630971719296349
Pinnacle Capital Management,20855980.1425,26023804,0.8014193521631195
Pioneer Investments,36845910161.26417,43355217682.16071,0.849861034752112
Plumb Funds,74011005.97333333,101771620.08333333,0.7272263712882937
PMC Funds,938816020.6383333,1161949356.6666667,0.8079663844658037
Polaris Funds,461588783.37,494818995.3333333,0.9328437018854786
Polen Capital,1619444691.6924999,2304639011.25,0.7026890909106579
"Polen Capital Management, LLC",174929800.39333335,351086313.25,0.4982529759534377
Poplar Forest Capital,827122743.8041667,743839478.75,1.111964029113004
Port Street Investments,83967944.42083333,99469918.91666667,0.8441541456485906
Portfolio Strategies,77130441.25833333,36317992.583333336,2.12375287762268
Potkul Funds,3049726.5,1466009.75,2.080290734764895
Power Mutual Funds,280248209.1175,261510735.3888889,1.071650877738334
Ppm America,0,218026080.66666666,0
Praxis Mutual Funds,381633003.985,690607831.3333334,0.5526045125323789
Preserver Funds,22272756.676666666,19261298.25,1.1563476349091197
Price Asset Management,34682580.391666666,56928604.583333336,0.6092294136754669
PRIMECAP Odyssey Funds,16118302423.6725,34029983970.75,0.4736500151609464
Princeton,213789173.74242425,192852234.41666666,1.108564670713238
Principal Funds,105722276102.22119,153742291332.7,0.6876590376387524
Private Capital Management,85019135.57500002,63736431.416666664,1.3339174108948946
ProFunds,74713314.55499999,29362910.916666668,2.5444791481008107
Prospector Funds,176575283.42000002,152209284,1.1600822156157047
Provident,127162120.88,166124546.33333334,0.765462562196232
"PT Asset Management, LLC (PTAM)",903328821.8541666,1717835212,0.5258530128756999
Putnam,51473935460.45917,69212792665.68056,0.7437055127813492
Pzena,86613728.89333333,235382258.5,0.36797050655087216
Quaker,212771204.72833335,74723787.83333333,2.8474360159967538
Queens Road Funds,212119351.83916664,175476457.8333333,1.2088194305850222
Ranger Funds,43650967.32916667,54791688.35714286,0.7966713316925224
Rareview Capital,20489744.998333335,17186403.75,1.1922066591932203
Rational Funds,179038188.86833334,114593986.93181819,1.5623698386099312
RBB Funds,4095936864.1875,8239796150.583334,0.4970920140903643
RBC Global Asset Management.,1540676225.0591667,2226220105.219697,0.6920592539106205
Reaves Select Research,61406248.90833334,44520224.083333336,1.3792888551816944
Redmont,340741132.96999997,354041397.5,0.9624330244318391
Redwood,652417307.7263334,590269237.25,1.105287666295934
Reinhartfunds,201156722.3708333,230489514.29166666,0.872736978899114
REMSGroup,109675282.92666665,132000039.83333334,0.8308731047744038
RESQ Funds,188752501.03333333,84187845.83333334,2.2420397999849837
Reynolds,141375370.5,72596196.08333333,1.9474211890897826
Rice Hall James,104192406.22916667,103197284,1.0096429110398553
River Canyon,18295567.116666667,26656995.666666668,0.6863326739983839
Riverbridge,74560361.55,97617073.5,0.7638045157131247
RiverNorth Funds,2612377668.275833,2133828797.8333335,1.224267697075048
RiverPark Funds,2430616235.1483335,1819091141,1.3361706735662309
RMB Funds,1517740304.0921211,1199871602.75,1.26491893017019
RNC Genter Capital Management,20075336.979166668,15677960.833333334,1.2804813835536542
Rockefeller,254300101.6925,331694022.25,0.7666707406045211
Rondure Global,96603018.775,142416615.25,0.6783128401515638
Royce Investment Partners,14147091523.183332,10211949703.375,1.3853467686496523
RQSI,0,34364146.1,0
Rrecurrent Advisors,962786.25,6156130.916666667,0.15639470034554034
Russell,33572495458.836998,40822844236.361115,0.8223948156197751
RWC,113453739.81583333,126823868.66666667,0.8945771881003387
Ryan Labs,78151171.44166666,185734476.83333334,0.4207682535525954
Rydex Funds,2954537854.5491667,1399720524.5,2.110805552133037
SA Funds,4195680026.3958335,4700988580.333333,0.892510150726282
Salient Funds,3968761161.4483333,2240724506.1666665,1.7711954997260757
Saratoga,275218227.2625,166894865.75,1.6490514913428365
Sarofim,61244027.30833332,92118916.91666667,0.6648365977178864
Saturna Capital,11740261.148333333,15988422.083333334,0.7342976741007874
Saturna Sustainable Funds,14069711.116666667,34174258.333333336,0.41170494409656777
Savos Investments Trust,152004332.875,94756260.75,1.604161368039209
Scharf Investments,704881610.9125,561337972.75,1.2557169568616182
Schneider Funds,52754996.787499994,42532483,1.2403460382856086
Schroder,375404268.07666665,1213226040.6666667,0.30942648401313766
Schwab Funds,7661464057.9525,15898856657.5,0.48188773714984984
Schwartz,26941052.708333336,22518777.083333332,1.1963816955350135
Seafarer Funds,2401168912.1208334,2454356112.4166665,0.9783294689687624
Secure Investment Management,0,15453,0
Securian,105526340.97083333,156662057.83333334,0.6735922049683446
Segall Bryant & Hamill,1766348151.2783334,2607658234.0833335,0.6773694988826844
SEI,51174201618.264885,93815572321.52777,0.5454766234637358
Selected Funds,1901897354.1766667,2201804355.5,0.8637903496856203
Selective,37075881.96,64711450.28333333,0.572941601488864
Semper,771738492.1149999,1771735983.75,0.43558323542177135
Sequoia,4209144237.4166665,4224116482.5,0.996455532146104
Seven Canyons,377551518.22083336,233416244.91666666,1.6175031791622958
Sextant Mutual Funds,152539422.84440476,145504716.83333334,1.0483469276059911
Shelton Capital Management,596639084.7841667,452432807.8333334,1.3187352341697463
Shenkman Funds,500668750.3715,831982931.3333334,0.6017776705696711
Sierra Trust,1745184231.8341668,1672652837.5,1.04336308928431
Silk Invest,63019909.279999994,36411062.583333336,1.7307901722386563
SilverPepper,532427366.2675,198098530.5,2.6876896306280273
Sirios,0,10216998.25,0
Sit,2448225813.1583333,2797784838.166667,0.8750586463119899
Six Circles,0,4427825128.833333,0
Smead Funds,1234475526.4266667,1220621616.25,1.011349881070621
SMI Funds,445985666.0533333,383567502.75,1.162730582898249
Smith Group,38144973.1525,47528559.833333336,0.8025695137042146
Snow Capital Funds,381207526.5391667,212135537.33333334,1.796999839494911
Sound Shore,1783793508.75,2026366987.0833333,0.8802914378888085
Soundwatch Capital,38423214.5,100744395,0.38139307402659967
Sparrow,22535236.095833335,18299451.333333332,1.2314705881254657
Spirit of America,1680313994.2658331,1061656622.6666667,1.5827283119519606
Sprott,1788938572.54,957314175.6666666,1.8687058209434704
Spyglass Capital Management,16477628,26667882.666666668,0.617882874540921
Stadion Funds,972720460.7133334,664249977,1.4643891522683987
State Farm,984924296.7091666,7862480879.416667,0.12526889563415258
State Street Global Advisors,5034646456.191667,21517547532.916668,0.23397863759751752
Sterling Capital Funds,2974091748.834167,3486200824.439394,0.853103965779832
Stone Harbor,1990615090.385,2426957708.9166665,0.8202100444813936
STONE RIDGE,2220485259.35,1051867220.9166666,2.1109938737466525
Stralem Fund,127398225.09166665,116582297.25,1.0927750447263267
Strategic Global Advisors,1588956.2874999999,1941642.1666666667,0.8183569118854975
Summit Global Investments,152234602.47583336,380200896.4166667,0.4004056905457625
Superfund,3459894.688333334,5195427.083333334,0.6659500042705825
Swan,3608477854.7575,3095557845.75,1.1656955012847543
Symmetry Partners,0,97407.5,0
Symons,85557438.105,43033574.25,1.9881555180139379
T. Rowe Price,376557129358.3198,745514924998.3636,0.5050967012620792
Tanaka,36193773.4375,12163390.25,2.9756320148899276
Taylor Frigon Capital Management,5836502.6625,9931392,0.5876822365384429
TCM Funds,301814073.1175,407371419.4166667,0.7408818064597684
TCW,11294890542.8945,15635727038.583334,0.7223770608826047
Teberg,52222275.58333333,29161677.833333332,1.7907843259841696
Teton Westwood Funds,2050620001.6433332,1551376366.3333333,1.321806910395289
The Pacific Financial Group,3391914883.42,1932726758.0166667,1.7549893534359347
Third Avenue,3924434827.5249996,3079110997.0166664,1.2745350301848042
Thomas White Funds,477293743.0991667,292147940.4166666,1.6337398867794235
Thompson IM,1971905564.2883332,3338469576,0.5906615349932226
Thomson Horstmann & Bryant,93638497.3625,87358312.25,1.0718899547249436
Thornburg,44793645297.659996,43269531250.166664,1.0352237244882903
Thrivent Funds,14448232781.230152,19525632388.128788,0.7399623476479257
TIAA Investments,41296444502.410835,134138276835.91667,0.30786473090694544
Timothy Plan,1355877430.5033333,960897801.8333334,1.4110526925094462
TOBAM Core Investments,51954471.06666667,56085523.666666664,0.9263436920986582
Tocqueville,940716097.4358333,651970792.6666666,1.4428807364025487
Toews Funds,1167594470.3791666,921478079.5,1.2670887092753318
TOPS,1858769148.24,2687976517.25,0.6915124207043517
Torray,463380600.07000005,420066780.4166667,1.103111747161654
Torray Resolute,4523593.354166667,9431293.666666668,0.4796365709780146
Tortoise Capital Advisors,4609180090.94,5168285093.083333,0.8918200153293443
Touchstone,17634268989.018333,17787478817.333332,0.9913866473215023
Towle,155435339.86499998,123594141.08333333,1.2576270889750165
Transamerica,35385076601.66294,43472545831.433334,0.8139637540177679
TransWestern Funds,199654649.89166665,261248456.33333334,0.764232840621735
Tributary Funds,1124332705.44,1334050415.0833333,0.8427962637152413
Trillium Mutual Funds,561993333.4925001,521388509.0833334,1.0778782495236712
Trust for Credit Unions,253963251.76416665,781988011.5,0.3247661703624041
TS&W Funds,49351077.8,40500917,1.218517541220116
Tuttle,0,133100950.625,0
"Tweedy, Browne",15158780881.856668,10684621874.666666,1.4187475288946139
Two Oaks,45996149.9075,27863986.583333332,1.6507383022863034
U.S. Global Investors,814450343.5516666,478567761.1666667,1.7018495804359564
UBS Asset Management,11663238194.385834,10499341491.470238,1.1108542572751974
Union Street Partners,48849650.25416667,29577434.083333332,1.6515851279233547
Upright Investments Trust,33150709.501666665,16027442.333333332,2.0683717846060157
USA Mutuals,398913664.4825,240338150.33333334,1.6598016749701734
USCA,15362325.216666665,20670969.166666668,0.7431835968987585
VALIC,14815372774.083334,20401980767,0.726173254610996
Value Line,2297137694.3388333,2207368170.75,1.040668124501556
VanEck,5045388065.235833,4725520925.666667,1.0676892864513217
Vanguard,186881083442.565,1246083083546.0076,0.14997481781933286
Vaughan Nelson,63358927.141666666,35260240.916666664,1.7968943346532391
Vericimetry Funds,174897619.9,296832829,0.5892125223790526
Vert Asset Management,1247633.6666666667,9884349.25,0.12622314682645058
Victory Capital,74460876288.871,95603637262.03334,0.7788498264431758
Villere,325378838.8933333,312904167.4166667,1.039867386809378
Virtus,40843628490.62334,42901646831.13333,0.9520293859904578
Vivaldi,1561468724.07,630016232.8333334,2.4784579232946147
Volumetric,62652623.65833333,35049173.583333336,1.7875635072926812
Vontobel,0,10722008.8,0
Voya,59558148255.050835,77732077675.47035,0.7661978173760483
Vulcan Value Partners,2924272281.9266663,2363306127,1.2373649983460928
Waddell & Reed,138088990.39583334,460429638.75,0.29991333913847296
Wall Street,128619649.91666667,152336481.83333334,0.8443128551267547
Walthausen Funds,892581428.6041667,626120650.5833334,1.4255741729211164
Wasatch,10987753840.223333,8609892066.833334,1.276177884104947
Wasmer Schroeder,80154603.6875,98558062.66666667,0.8132729227703163
Wavelength Funds,23456428.9575,46059704.5,0.5092613861102822
Waycross,43332372.685833335,23721790.166666668,1.8266906663192317
WCM Investment Management,4424788123.113334,6114122840.083334,0.7236995786386629
Wealthfront,0,583977171.4166666,0
Weiss,67898173.32966667,75271688,0.902041327008193
Weitz,4031380484.306667,3665803785.5833335,1.099726204703332
Wellington Shields,30029539.125,28184902.333333332,1.065447691457319
Wells Fargo Funds,74983181077.0101,89786751386.41667,0.835125226374477
WesMark,1058793072.5283333,935705087.9166666,1.1315457040911472
Westchester Capital,5319768629.570832,2607756072.75,2.039979385020045
Westfield Capital,195428309.74583334,186273904.58333334,1.0491448610742176
Westwood,3432944429.628333,3927517417.25,0.8740749091399419
Wilbanks Smith & Thomas,118228868.07499999,93624876.25,1.2627933174437707
William Blair,15442160664.189165,14183755870.916666,1.088721549124574
Williamsburg Investment Trust,35734894.891666666,37670841.833333336,0.9486088749958959
Wilmington Funds,1543659341.4141667,2638338283.0833335,0.5850877240844742
Wilshire Mutual Funds,1235402144.6733332,1318830743.75,0.9367404805567061
Wireless,7713414.475,4161513.1666666665,1.8535119717471358
WOA,223952486.8,246471779.58333334,0.9086333826071173
WP Trust,312495171.3416667,149180916.75,2.0947395829813247
YCG FUNDS,153500837.79333332,195793749.83333334,0.7839925325706195
Yorktown Funds,1388410047.9091666,1212775302.1666667,1.1448205165694931
Zacks Funds,263760497.67166665,242165779.83333334,1.0891732839098716
Zeo,245491515.39666668,296113092.6666667,0.8290464740544772
Zevenbergen Capital Investments,13632552.908333333,32948209.583333332,0.41375701686774763
Ziegler,35029966.906666666,80148133.25,0.43706528756446944
